,company,country,description,location,review,salary,star,title
5,Optus,Australia,"We are looking for a superstar Data Scientist who will conduct data science research and data mining analysis, build machine learning models and implement...",Sydney NSW,117,None,44.4,Data Scientist - Consulting
6,Wipro Limited,Australia,"Skills - Hands On With Statistical Modeling, Data Prep, Soft Skills, Visualization Experience, Domain, Process Experience, R, Python, SAS, SQL, Data Scientist –...",Sydney NSW,8655,None,43.8,Data Scientist
7,Teradata,Australia,"Data can originate anywhere; The Data Scientist captures, sorts, and determines what is relevant in the data....",Sydney NSW,105,None,44.4,TB Prin. Data Scientist (I)
8,IBM,Australia,"Master data management, including customer data strategy, product data strategy and organizational hierarchy, and Information (data) Governance including...",St Leonards NSW,18081,None,51.0,Big Data Engineer - Data Analytics SME (Syd/Mel)
9,Wellways,Australia,"Data Analyst, Quality & Service Development. Demonstrate effectiveness of practice through analysis of program data....",Fairfield NSW,None,None,None,"Data Analyst, Quality & Service Development"
0,NBCUniversal,Australia,"The Analyst will focus on cross-platform reporting, market based analysis and commercial support for NBCU’s content licensing and channels businesses....",Sydney NSW,1333,None,51.6,Research Analyst
1,KORNFERRY,Australia,This unique role includes performing BAU monthly/quarterly reporting and will be an expert in data analysis and interpretation techniques to bring data to life....,Sydney NSW,None,None,None,Reporting & Insights Analyst
2,Macquarie Group Limited,Australia,We are building a world class data science team that is commercially focused and provide practical solutions that derive value....,Sydney NSW,30,None,52.2,Insights Analyst
3,CSR Group,Australia,Pricing/Master Data Projects Analyst - North Ryde. Ensure compliance to all master data conventions and defined standards from business master data personnel....,Sydney NSW,None,None,None,Pricing/Master Data Projects Analyst - North Ryde
5,"Department of Finance, Services & Innovation",Australia,"Business Analyst - 00005KDY. Demonstrated experience in mapping and documenting data flows. As an experienced business analyst, your application will...",Sydney NSW,None,"$92,470 - $102,359 a year",None,Business Analyst
6,International Institute of Data & Analytics,Australia,"In data science and big data analytics, the IDA creates enablers for:. Lead and mentor junior data analysts/scientists in a closely collaborative data science...",Sydney NSW,None,None,None,Senior Data Analyst/Scientist
7,Peoplebank,Australia,"Between 2 and 5 years' experience as a Data Analyst. Extract, manipulate and analyse data, code and extract data for marketing campaigns using SAS, Teradata SQL...",Sydney Central Business District NSW,2,None,54.0,Data Analyst
8,Datarati,Australia,Must be result and detail oriented and enjoy digging into data to find ways to optimize it. Do you have recent hands-on experience with marketing automation...,Sydney NSW,None,None,None,Junior Tech Architect – Quality Assurance
0,Downer EDI,Australia,"NOH - Data Analyst. Have strong data analytics and data architecture, data. The purpose of this role is to provide Top of the line technical expertise in Data...",Gladesville NSW,203,None,51.0,NOH - Data Analyst
1,HCF,Australia,Experienced with data warehouses and high volume data sets. We are seeking a forward thinking and enthusiastic individual to join our Data Analytics Team as a...,Sydney Central Business District NSW,4,None,42.0,Programmatic and Digital Optimisation Analyst
4,Venture Consulting Pty Ltd,Australia,"Conduct research and draw meaningful insight from your own data analysis and modelling. As a Business Analyst at Venture Consulting, you will work with the team...",Sydney NSW,None,None,None,Graduate Business Analyst
5,Macquarie Group Limited,Australia,"Your responsibilities will include market/sector/company analyses, financial modelling, managing database information and supporting the lead analyst in...",Sydney NSW,30,None,52.2,"Equity Research Analyst, Banking & Insurance Sectors - Based in Hong Kong"
6,Ikea,Australia,"Analysis and reporting of data for the Goods Flow In function. You will be responsible for reporting and analysis of Goods Flow In data, in addition to, being a...",Sydney NSW,3760,None,51.0,Replenisher and Analyst - Goods Flow In (40 hour)
7,The Star,Australia,"Perform detailed trend analysis on performance data, and develop recommendations on potential performance improvements....",Sydney NSW,20,None,52.2,Performance Analyst
1,AMP Limited,Australia,"Ability to undertake relevant data analysis, develop insights, recommendations, trends, emerging problems, and issues....",Sydney NSW,142,None,51.0,Product Strategy and Insights Analyst
2,Atlassian,Australia,"Last, we're looking for a difference maker - data analysts need to take data from many sources, segment and correlate them, and partner with business domain...",Sydney NSW,9,None,53.4,Lead Data Analyst
3,DigitasLBi,Australia,"To help with this, we’re looking for an outstanding Data Strategist. Any Analyst can write a KPI plan, but you are experienced, engaging and exciting clients...",Sydney NSW,126,None,43.8,Lead Data Analyst
4,BNY Mellon,Australia,"Experience with data management. 2-4 years of experience in a data management role. Mentor Knowledge Analyst resources on complex investigations, technical...",Sydney NSW,2594,None,42.6,Knowledge Specialist (Data Management) - Eagle
5,Omnicom Group,Australia,OMD is looking for an exceptional Business Intelligence Analyst with strong analytical skills and the ability to effectively translate data into insights....,Sydney NSW,130,None,51.0,Business Analyst
6,Link Group,Australia,"Since our inception, Link Group has been entrusted by clients to handle sensitive data in a secure and confidential manner....",Sydney NSW,4,None,31.8,Business Analyst
7,BT Financial Group,Australia,6+ years business analyst experience. Ensure that recommended solution is delivered against the value proposition e.g. use of subjective and objective data that...,Sydney Central Business District NSW,22,None,51.0,Business Analyst
8,Coregas,Australia,"Analyst to head the Analytics Team! Exceptional data and analytics skills and you have proven. As a member of the Wesfarmers Industrial and Safety group,....",Sydney NSW,None,None,None,Business Analyst
9,Sports Retail,Australia,Ability to assess data and create financial models and presentations (i.e. Ability to develop and apply strategic frameworks to analyse and present data....,Sydney NSW,2,None,39.0,Business Analyst
0,Wipro LTD,Australia,"You are expected to elicit and detail the client requirements via industry standard analysis techniques such as data flow modeling, case analysis, workflow...",Sydney NSW,8655,None,43.8,Business Analyst
1,Amazon Commercial Services Pty Ltd,Australia,"3+ years of relevant experience as a business analyst, creating reports, using metrics and data to backup business cases, planning, and decisions....",Sydney NSW,None,None,None,Business Analyst
2,State Insurance Regulatory Authority ( SIRA),Australia,Senior Business Analyst - 00005D8X. DRS currently have an opening for a Senior Business Analyst. As the Business Analyst and a Salesforce Administrator you will...,Sydney NSW,None,"$128,760 a year",None,Senior Business Analyst
5,Equifax,Australia,"The Data Onboarding Analyst is responsible for the loading, updating and management of all Equifax data assets (credit bureau and non-credit bureau) across both...",Sydney NSW,332,None,43.2,Data Onboarding Analyst
6,Salmat,Australia,"Ability to analyse data. General understanding of ETL and data processes. 2 years plus experience in a contact centre process, technical, analyst, or...",Hills District NSW,168,None,43.2,Reporting Analyst
7,Macquarie Group Limited,Australia,You will also need to guide the team to introduce test automation frameworks and CI/CD industry best practice are applied in an Agile way on core banking data...,Sydney NSW,30,None,52.2,Quality Analyst
8,Stockland,Australia,You will have previous analyst experience with residential property market experience or be familiar with Australian Residential Property Data sources....,Sydney NSW,7,None,52.8,Research / Strategy Analyst
0,Opus Recruitment Solutions,Australia,"My client is looking for a Junior Data Analyst to become apart of their digital marketing company. Be able to Read, understand, interpret data sets & reports....",Sydney NSW,None,"$50,000 - $60,000 a year",None,Junior Data Analyst
