,company,country,description,location,review,salary,star,title
9,General Assembly,Singapore,"Why teach our Data Science Immersive? Matplotlib, bokeh, etc), and manipulation of large data sets. In general, our curriculum is scaffolded to follow the...",Singapore,111,None,52.8,Data Science Instructor Associate
10,INC Research,Singapore,"Manages study-related committees such as Data Monitoring Committees (DMCs), Data Safety Monitoring Boards (DSMBs), and Adjudication Committees....",Singapore,114,None,42.0,Medical Affairs Scientist (Singapore)
11,Spring China,Singapore,"As a Data Scientist, you will play a fundamental role in developing exciting advance analytics projects. You will be working very closely with a great team of...",Singapore,None,None,None,"Data Scientist (perm, leadership role)"
12,Hydrogen Group,Singapore,"Understands concepts of Data Standards, Data Models, Data Mapping , Data Tool. Big Data, Data Science, Machine Learning, and Artificial Intelligence....",Singapore,4,None,51.0,Data Engineer
2,Asia Genomics Pte Ltd,Singapore,Generate sales activity or other data and reports as required. Utilize market research and competition data to devise strategic sales and marketing plans....,Singapore,None,None,None,Sales Manager
3,Spring Asia,Singapore,"As a Data Scientist, you will play a fundamental role in developing exciting advance analytics projects. You will be working very closely with a great team of...",Singapore,None,None,None,"Data Scientist (perm, leadership role)"
4,National Cancer Centre Singapore,Singapore,"Computational programming and analysis of DNA and RNA sequencing data. You will be primarily responsible for conducting experiments, developing animal models of...",Singapore,6,None,51.0,Research Officer (ref: DRO)
10,Ambition,Singapore,"They are looking for a data scientist with a background in engineering, who has hands on experience in real life projects....",Singapore,7,None,51.0,Lead/ Senior Data Scientist
11,Bizhub Asia,Singapore,At least 2-3 years of experience in Data Analytics (preferred). Responsible to lead in the testing of hypotheses and big data analytics....,Singapore,None,None,None,Senior/ Data Scientist
3,National Cancer Centre Singapore,Singapore,"Good communication and data presentation skills, and can work in a team-oriented environment. We are performing cutting edge research based on patient derived...",Singapore,6,None,51.0,Research Officer (ref: DMO)
6,Micron,Singapore,Collaborating with other data engineers and business process experts to access existing data in data warehouse and big data environments....,Singapore,371,None,44.4,OCT Big Data Engineer
11,Amgen,Singapore,Effectively communicating and presenting scientific and/or clinical data to research or healthcare professionals....,Singapore,740,None,51.6,Senior Medical Advisor (Oncology)
12,Dentsu Aegis Network,Singapore,"About Dentsu Aegis Network’s Global Data Innovation Centre. We invite people passionate about data, technology and software development to join a growing team....",Singapore,52,None,44.4,"Associate Director, GDIC"
3,"Agency for Science, Technology and Research",Singapore,"Develop a critical pool of scientist communicators to communicate A*STAR science to the public. Conceptualise, develop and maintain a classification and...",Singapore,4,None,54.0,"Assistant Head / Senior Officer (OSCAR, Science Outreach and Archives)"
4,Xtremax Pte. Ltd.,Singapore,"Experience working with business intelligence, data science/analysis; Machine Learning Algorithms, Advanced Analytics, and Data visualization) that can be used...",Singapore,None,None,None,Data Scientist
6,Michael Page,Singapore,Passion for using data to influence marketing decisions (though you might want to note that the data scientists report into the CTO and not the Head of...,Singapore,157,None,42.0,Global Head of Analytics - B2B Consulting
7,Michael Page,Singapore,"As the Lead Data Scientist, you will be responsible for :. They are currently looking for an experienced Data Scientist with strong customer analytics...",Singapore,157,None,42.0,Lead Data Scientist (Consulting)
8,Ultimate Asset,Singapore,D3 or other Data Specific Libraries. Prior experience in working with Data Scientists is an added advantage....,Singapore,None,None,None,Cloud and Python Engineer
9,Aryan Search Pte Ltd,Singapore,Experience working as a Data Scientist. Perform data studies and data discovery routines for new and existing data sources....,Singapore,None,None,None,Big Data Development Manager (Hadoop)
11,EDB Singapore,Singapore,"UI/UX designer at Accenture, software developer at Google, data scientist at IBM - Singaporeans. Infocomms & MediaJobs....",Singapore,None,None,None,"Lead/Senior Lead, Infocomms & Media"
3,Singapore-MIT Alliance for Research and Technology,Singapore,Able to work independently and design software given a technical specification from the research scientist. On both these projects SMART are collaborating with...,Singapore,None,None,None,Senior Software Engineer - DynaMIT
4,Shentilium Technologies,Singapore,"Perform ETL, data cleaning and data crowdsourcing tasks in preparation for data analysis. Experience in data visualisation and charting libraries such as...",Singapore,None,"$1,000 a month",None,Data Visualization and Wrangling Intern
5,REDMART PTE,Singapore,"Industrial and process engineers, product managers, software engineers, data scientists, and analysts. Conduct on-site observations, perform extensive data...",Jurong West,None,None,None,Senior Industrial Engineer
6,Spring Professional (Singapore) Pte Ltd,Singapore,"As a Data Scientist, you will play a fundamental role in developing exciting advance analytics projects. You will be working very closely with a great team of...",Singapore,None,None,None,"Data Scientist (perm, leadership role)"
7,Duke NUS graduate medical school Singapore,Singapore,"Systematically accessing and downloading “omics” data from web-based biomedical databases and local sources, and performing data quality control checks....",Outram,None,None,None,Research Assistant
8,Pivotal Software,Singapore,"Our cross-disciplinary team includes technical account leaders, data scientists, agile specialists, solutions architects, educators on Pivotal technology, and...",Singapore,10,None,51.0,Senior Solutions Architect
9,Only Medics Ltd,Singapore,"Experience and knowledge in operation of QExactive mass spectrometers, associated control and data analysis software systems....",East Coast,None,None,None,Post Doctoral Fellow - Immunogenicity
10,Dyson,Singapore,Generate high-quality test reports and other documentation with all data and findings from all work undertaken....,Singapore,101,None,43.2,Graduate Software Engineer - Motors
11,Hays,Singapore,"Our client, a world-class solutions provider, is seeking an experienced Data Scientist to come on board. Able to guide / validate / troubleshoot other data...",Singapore,466,None,42.6,Lead Data Scientist
12,Grab Taxi,Singapore,"Experience with international standards for audit, compliance and data protection. We process millions of bookings a day and billions of traffic data points per...",Singapore,39,None,44.4,"Director of Engineering, Security"
3,Delta Electronics Int'l (Singapore) Pte Ltd,Singapore,"The candidate would need to analyze, design core modules of the application and work with a global team of developers, data scientist, knowledge expert and...",Pioneer,None,None,None,Senior Software Engineer (Java) (Working location: NTU)
4,SAP,Singapore,"SAP Next-Gen is an extension of SAP University Alliances, a program which enables faculty to bring SAP software and SAP University Alliances curriculum into...",Singapore,897,None,52.8,SAP Next-Gen Services Manager
5,SAP,Singapore,"Comfortably handle multi-terabyte data sets in scale-up and scale-out environments. Exposure to Big Data technologies such as Hadoop, Spark and Kafka....",Singapore,897,None,52.8,"Full Stack Developer , SAP Singapore"
6,Xinova,Singapore,"IT, enterprise software, cloud computing, AI, AR, IoT, Big Data, system software, telecom, mobile. 7+ years of experience as a scientist or engineer in a R&D or...",Singapore,None,None,None,Innovation Development Manager - Software
7,Hudson,Singapore,"Ability to track down complex data and engineering issues, evaluate different algorithmic approaches, and analyze data to solve problems....",Singapore,156,None,42.6,"Search Developer - Data Science, Machine Learning and Discovery"
